#{"t_start": 1664969536.207807, "env_id": null}
r,l,t
-29.0,29,1097.591435
-26.0,26,1097.605384
-38.0,38,1097.629647
-31.0,31,1097.713995
-11.0,11,1097.759687
-51.0,51,1097.798545
-51.0,51,1097.815259
-51.0,51,1097.843812
-23.0,23,1097.8563
-8.0,8,1097.887637
-12.0,12,1097.930861
-34.0,34,1097.974945
-4.0,4,1097.989077
-51.0,51,1097.994751
-51.0,51,1098.006547
-39.0,39,1098.066323
-37.0,37,1098.119557
-51.0,51,1098.187501
-51.0,51,1098.203984
-23.0,23,1098.21613
-10.0,10,1098.246142
-51.0,51,1098.280289
-15.0,15,1098.280358
-51.0,51,1098.396393
-51.0,51,1098.441489
-45.0,45,1098.447153
-49.0,49,1098.458712
-5.0,5,1098.47383
-34.0,34,1098.509475
-19.0,19,1098.580689
-51.0,51,1098.616581
-51.0,51,1098.625767
-4.0,4,1098.643163
-51.0,51,1098.659872
-51.0,51,1098.771353
-44.0,44,1098.792113
-47.0,47,1098.830281
-51.0,51,1098.869331
-28.0,28,1098.911133
-36.0,36,1098.923745
-20.0,20,1098.952897
-11.0,11,1098.956875
-12.0,12,1098.973068
-8.0,8,1099.004326
-18.0,18,1099.028288
-51.0,51,1099.040529
-51.0,51,1099.156364
-41.0,41,1099.204748
-51.0,51,1099.208951
-4.0,4,1099.225357
-51.0,51,1099.232953
-25.0,25,1099.299196
-47.0,47,1099.313398
-5.0,5,1099.328178
-51.0,51,1099.361272
-51.0,51,1099.382415
-22.0,22,1099.431952
-51.0,51,1099.458378
-44.0,44,1099.471474
-29.0,29,1099.484712
-15.0,15,1099.523424
-26.0,26,1099.587526
-18.0,18,1099.590462
-51.0,51,1099.619894
-6.0,6,1099.637586
-51.0,51,1099.652724
-4.0,4,1099.664314
-51.0,51,1099.740144
-51.0,51,1099.74354
-16.0,16,1099.789368
-51.0,51,1099.792796
-51.0,51,1099.820348
-51.0,51,1099.921272
-51.0,51,1099.991772
-51.0,51,1099.996597
-51.0,51,1100.036924
-19.0,19,1100.076865
-39.0,39,1100.098608
-41.0,41,1100.219954
-51.0,51,1100.224607
-34.0,34,1100.228728
-51.0,51,1100.322388
-51.0,51,1100.435375
-51.0,51,1100.438371
-51.0,51,1100.44142
-42.0,42,1100.492779
-25.0,25,1100.52491
-19.0,19,1100.54826
-6.0,6,1100.565995
-51.0,51,1100.615245
-51.0,51,1100.623952
-5.0,5,1100.636809
-51.0,51,1103.403326
-51.0,51,1103.45435
-5.0,5,1103.477676
-51.0,51,1103.515925
-51.0,51,1103.529874
-20.0,20,1103.624136
-17.0,17,1103.624195
-50.0,50,1103.64086
-11.0,11,1103.691055
-51.0,51,1103.729565
-32.0,32,1103.771115
-51.0,51,1103.845302
-7.0,7,1103.873476
-51.0,51,1103.907207
-51.0,51,1103.948695
-51.0,51,1103.988579
-51.0,51,1104.069775
-6.0,6,1104.087946
-51.0,51,1104.09164
-51.0,51,1104.136238
-51.0,51,1104.17793
-50.0,50,1104.31774
-51.0,51,1104.317796
-32.0,32,1104.317808
-48.0,48,1104.34883
-2.0,2,1104.357116
-29.0,29,1104.441031
-37.0,37,1104.474675
-51.0,51,1104.533237
-51.0,51,1104.572093
-20.0,20,1104.65446
-51.0,51,1104.654513
-51.0,51,1104.688518
-51.0,51,1104.744966
-34.0,34,1104.812801
-23.0,23,1104.825097
-51.0,51,1104.850787
-51.0,51,1104.850842
-11.0,11,1104.859266
-3.0,3,1104.863409
-8.0,8,1104.898464
-51.0,51,1105.03021
-35.0,35,1105.033371
-51.0,51,1105.054521
-51.0,51,1105.060993
-14.0,14,1105.078691
-30.0,30,1105.168982
-37.0,37,1105.172051
-4.0,4,1105.184366
-51.0,51,1105.193771
-51.0,51,1105.213558
-42.0,42,1105.34691
-51.0,51,1105.406909
-51.0,51,1105.419572
-7.0,7,1105.436322
-51.0,51,1105.441244
-51.0,51,1105.54706
-3.0,3,1105.559772
-42.0,42,1105.600893
-51.0,51,1105.61573
-51.0,51,1105.627279
-26.0,26,1105.681439
-47.0,47,1105.736604
-51.0,51,1105.813755
-51.0,51,1105.832466
-43.0,43,1105.873658
-16.0,16,1105.895613
-7.0,7,1105.918648
-51.0,51,1105.936369
-11.0,11,1105.950905
-6.0,6,1105.968566
-51.0,51,1105.988891
-27.0,27,1106.014582
-51.0,51,1106.028922
-21.0,21,1106.028973
-7.0,7,1106.034943
-16.0,16,1106.076351
-38.0,38,1106.100524
-11.0,11,1106.109378
-51.0,51,1106.200967
-51.0,51,1106.207754
-8.0,8,1106.230818
-51.0,51,1106.274729
-51.0,51,1106.288365
-49.0,49,1106.391405
-26.0,26,1106.410504
-51.0,51,1106.450373
-15.0,15,1106.467007
-51.0,51,1106.520563
-23.0,23,1106.525531
-34.0,34,1106.616749
-23.0,23,1106.6364
-37.0,37,1106.646201
-13.0,13,1106.710502
-51.0,51,1106.77111
-3.0,3,1106.786315
-3.0,3,1106.801062
-38.0,38,1106.825398
-4.0,4,1106.844284
-51.0,51,1106.865743
-43.0,43,1106.922797
-51.0,51,1107.057246
-27.0,27,1107.062392
-51.0,51,1107.107318
-12.0,12,1107.126111
-13.0,13,1107.126183
-51.0,51,1107.131053
-40.0,40,1107.328228
-51.0,51,1107.350894
-51.0,51,1107.362892
-51.0,51,1107.362941
-30.0,30,1107.434867
-30.0,30,1107.479867
-21.0,21,1107.527759
-51.0,51,1107.554005
-3.0,3,1107.566652
-51.0,51,1107.570971
-51.0,51,1107.683114
-51.0,51,1107.72437
-45.0,45,1107.733335
-51.0,51,1107.756617
-15.0,15,1107.793379
-19.0,19,1107.798077
-13.0,13,1107.823228
-51.0,51,1107.897218
-51.0,51,1108.019785
-51.0,51,1108.024357
-3.0,3,1108.036466
-51.0,51,1108.040618
-51.0,51,1108.090505
-33.0,33,1108.136959
-8.0,8,1108.160741
-51.0,51,1108.175898
-3.0,3,1108.184986
-51.0,51,1108.188255
-8.0,8,1108.212185
-51.0,51,1108.24237
-24.0,24,1108.284584
-14.0,14,1108.284639
-2.0,2,1108.290789
-36.0,36,1108.293961
-47.0,47,1108.308399
-35.0,35,1108.434592
-35.0,35,1108.455245
-51.0,51,1108.50895
-51.0,51,1108.513527
-51.0,51,1108.636586
-51.0,51,1108.661555
-51.0,51,1108.704634
-51.0,51,1108.709405
-2.0,2,1108.713621
-21.0,21,1108.71775
-2.0,2,1108.72208
-28.0,28,1108.772808
-9.0,9,1108.812903
-26.0,26,1108.91389
-51.0,51,1108.91712
-51.0,51,1108.923137
-51.0,51,1108.926048
-18.0,18,1108.974196
-3.0,3,1108.986867
-26.0,26,1109.021932
-7.0,7,1109.052772
-51.0,51,1109.12162
-51.0,51,1109.134651
-41.0,41,1109.164075
-20.0,20,1109.216788
-51.0,51,1109.270522
-13.0,13,1109.275082
-40.0,40,1109.294372
-51.0,51,1109.383376
-28.0,28,1109.389559
-28.0,28,1109.404782
-19.0,19,1109.447725
-51.0,51,1109.465838
-34.0,34,1109.49337
-51.0,51,1109.599243
-39.0,39,1109.607384
-42.0,42,1109.632951
-16.0,16,1109.666248
-27.0,27,1109.694811
-51.0,51,1109.694877
-12.0,12,1109.7083
-33.0,33,1109.834524
-51.0,51,1109.838706
-32.0,32,1109.842498
-16.0,16,1109.889838
-51.0,51,1109.897816
-18.0,18,1109.905822
-51.0,51,1110.031914
-35.0,35,1110.036004
-4.0,4,1110.049129
-51.0,51,1110.092459
-11.0,11,1110.096633
-51.0,51,1110.109494
-5.0,5,1110.113684
-17.0,17,1110.168065
-51.0,51,1110.242066
-36.0,36,1110.258433
-25.0,25,1110.267471
-45.0,45,1110.292082
-12.0,12,1110.300796
-3.0,3,1110.305263
-51.0,51,1110.430527
-7.0,7,1110.460072
-51.0,51,1110.460134
-51.0,51,1110.495827
-51.0,51,1110.49882
-2.0,2,1110.504657
-34.0,34,1110.576209
-51.0,51,1110.648582
-51.0,51,1110.679984
-9.0,9,1110.680051
-51.0,51,1110.691593
-47.0,47,1110.768337
-51.0,51,1110.891425
-51.0,51,1110.891476
-51.0,51,1110.903896
-51.0,51,1110.973192
-29.0,29,1111.004889
-37.0,37,1111.020714
-49.0,49,1111.073298
-11.0,11,1111.126184
-23.0,23,1111.126239
-51.0,51,1111.181781
-51.0,51,1111.233675
-32.0,32,1111.324445
-51.0,51,1111.354254
-51.0,51,1111.354314
-7.0,7,1111.378921
-11.0,11,1111.429417
-51.0,51,1111.453126
-47.0,47,1111.527241
-27.0,27,1111.56987
-51.0,51,1111.574099
-20.0,20,1111.602391
-13.0,13,1111.613743
-51.0,51,1114.260606
-10.0,10,1114.264657
-21.0,21,1114.26834
-7.0,7,1114.298043
-36.0,36,1114.407832
-38.0,38,1114.420732
-2.0,2,1114.431021
-51.0,51,1114.45323
-37.0,37,1114.453278
-9.0,9,1114.495583
-51.0,51,1114.631071
-35.0,35,1114.642725
-51.0,51,1114.651067
-51.0,51,1114.671508
-6.0,6,1114.697712
-19.0,19,1114.724346
-32.0,32,1114.765023
-51.0,51,1114.844041
-41.0,41,1114.864011
-2.0,2,1114.869957
-51.0,51,1114.875955
-13.0,13,1114.884153
-12.0,12,1114.939965
-51.0,51,1114.960278
-8.0,8,1115.001212
-15.0,15,1115.060073
-5.0,5,1115.075207
-51.0,51,1115.097211
-51.0,51,1115.103728
-51.0,51,1115.154958
-50.0,50,1115.265744
-51.0,51,1115.301683
-51.0,51,1115.312157
-51.0,51,1115.382746
-26.0,26,1115.382818
-13.0,13,1115.433578
-33.0,33,1115.440232
-51.0,51,1115.528736
-24.0,24,1115.546527
-51.0,51,1115.603935
-6.0,6,1115.628729
-51.0,51,1115.651632
-51.0,51,1115.720881
-50.0,50,1115.734349
-12.0,12,1115.775733
-45.0,45,1115.791297
-9.0,9,1115.814008
-47.0,47,1115.832147
-2.0,2,1115.841322
-13.0,13,1115.849843
-28.0,28,1115.85846
-12.0,12,1115.895066
-51.0,51,1116.033267
-51.0,51,1116.068486
-51.0,51,1116.077199
-50.0,50,1116.108032
-28.0,28,1116.192399
-5.0,5,1116.214713
-51.0,51,1116.258176
-51.0,51,1116.299977
-51.0,51,1116.32089
-23.0,23,1116.338556
-12.0,12,1116.356602
-7.0,7,1116.360178
-21.0,21,1116.363218
-10.0,10,1116.389822
-51.0,51,1116.392996
-13.0,13,1116.396104
-11.0,11,1116.425387
-27.0,27,1116.470538
-25.0,25,1116.47059
-2.0,2,1116.476571
-44.0,44,1116.494941
-7.0,7,1116.49812
-20.0,20,1116.581016
-51.0,51,1116.610404
-51.0,51,1116.685107
-51.0,51,1116.717335
-36.0,36,1116.747719
-30.0,30,1116.75278
-30.0,30,1116.816737
-51.0,51,1116.942185
-46.0,46,1116.947007
-51.0,51,1116.971153
-17.0,17,1117.019375
-51.0,51,1117.037909
-2.0,2,1117.046945
-21.0,21,1117.064735
-51.0,51,1117.163443
-11.0,11,1117.212544
-51.0,51,1117.247959
-51.0,51,1117.27933
-51.0,51,1117.299173
-13.0,13,1117.343
-18.0,18,1117.434235
-51.0,51,1117.464654
-40.0,40,1117.494229
-51.0,51,1117.499036
-9.0,9,1117.530586
-18.0,18,1117.61499
-51.0,51,1117.669952
-51.0,51,1117.695138
-11.0,11,1117.707351
-51.0,51,1117.716777
-51.0,51,1117.8075
-36.0,36,1117.8169
-3.0,3,1117.826065
-42.0,42,1117.854823
-25.0,25,1117.910902
-51.0,51,1117.910956
-3.0,3,1117.923875
-3.0,3,1117.937446
-51.0,51,1118.054205
-3.0,3,1118.066778
-29.0,29,1118.066826
-51.0,51,1118.084287
-5.0,5,1118.088489
-51.0,51,1118.136226
-12.0,12,1118.140714
-16.0,16,1118.153542
-10.0,10,1118.177508
-15.0,15,1118.241422
-25.0,25,1118.245705
-24.0,24,1118.253063
-6.0,6,1118.265499
-51.0,51,1118.282533
-11.0,11,1118.312294
-17.0,17,1118.324841
-15.0,15,1118.33983
-51.0,51,1118.437025
-32.0,32,1118.437093
-37.0,37,1118.483391
-51.0,51,1118.509281
-45.0,45,1118.63051
-32.0,32,1118.6429
-51.0,51,1118.656109
-51.0,51,1118.697519
-29.0,29,1118.735731
-8.0,8,1118.758603
-17.0,17,1118.819226
-51.0,51,1118.81928
-51.0,51,1118.832174
-11.0,11,1118.861383
-51.0,51,1118.867345
-7.0,7,1118.89054
-41.0,41,1118.990854
-38.0,38,1119.011444
-51.0,51,1119.0199
-5.0,5,1119.032259
-7.0,7,1119.063583
-14.0,14,1119.082072
-51.0,51,1119.10782
-48.0,48,1119.180551
-12.0,12,1119.217382
-46.0,46,1119.249969
-51.0,51,1119.254827
-51.0,51,1119.299943
-32.0,32,1119.360127
-2.0,2,1119.368716
-20.0,20,1119.442544
-51.0,51,1119.461359
-51.0,51,1119.464551
-51.0,51,1119.505692
-19.0,19,1119.543841
-51.0,51,1119.668132
-51.0,51,1119.685386
-51.0,51,1119.729299
-51.0,51,1119.762533
-9.0,9,1119.766667
-22.0,22,1119.857866
-24.0,24,1119.861969
-51.0,51,1119.878619
-51.0,51,1119.899617
-20.0,20,1119.963891
-19.0,19,1120.034383
-4.0,4,1120.04578
-51.0,51,1120.05725
-51.0,51,1120.061841
-51.0,51,1120.09999
-14.0,14,1120.12064
-27.0,27,1120.157091
-39.0,39,1120.218049
-29.0,29,1120.238741
-26.0,26,1120.263049
-51.0,51,1120.3089
-14.0,14,1120.368762
-37.0,37,1120.39556
-51.0,51,1120.435077
-51.0,51,1120.481437
-51.0,51,1120.574405
-26.0,26,1120.578264
-51.0,51,1120.598987
-51.0,51,1120.637363
-14.0,14,1120.656873
-9.0,9,1120.674167
-16.0,16,1120.724101
-51.0,51,1120.793656
-51.0,51,1120.798236
-18.0,18,1120.878736
-51.0,51,1120.90042
-34.0,34,1120.95148
-51.0,51,1120.963106
-6.0,6,1120.982587
-51.0,51,1121.133971
-51.0,51,1121.157675
-51.0,51,1121.218755
-51.0,51,1121.239646
-4.0,4,1121.260627
-43.0,43,1121.352393
-27.0,27,1121.357864
-7.0,7,1121.392805
-11.0,11,1121.408174
-4.0,4,1121.413306
-51.0,51,1121.418872
-51.0,51,1121.524828
-12.0,12,1121.585496
-48.0,48,1121.667764
-51.0,51,1121.672433
-51.0,51,1121.677096
-21.0,21,1121.690427
-13.0,13,1121.723676
-9.0,9,1121.751119
-34.0,34,1121.804443
-51.0,51,1121.858567
-51.0,51,1121.863194
-3.0,3,1121.871942
-51.0,51,1121.959365
-51.0,51,1122.026051
-51.0,51,1122.082914
-51.0,51,1122.091667
-23.0,23,1122.125347
-14.0,14,1122.141804
-20.0,20,1122.174924
-51.0,51,1122.179482
-34.0,34,1122.319427
-51.0,51,1122.331834
-51.0,51,1122.350386
-51.0,51,1122.387232
-9.0,9,1122.391665
-21.0,21,1122.427535
-13.0,13,1122.47363
-51.0,51,1122.511731
-4.0,4,1122.528061
-39.0,39,1122.531169
-51.0,51,1122.568294
-3.0,3,1122.577431
-25.0,25,1122.611075
-51.0,51,1122.643943
-51.0,51,1122.728764
-5.0,5,1122.75107
-51.0,51,1125.169206
-7.0,7,1125.186999
-51.0,51,1125.197052
-2.0,2,1125.203423
-7.0,7,1125.206923
-51.0,51,1125.226118
-15.0,15,1125.258074
-4.0,4,1125.268852
-51.0,51,1125.29275
-51.0,51,1125.386292
-51.0,51,1125.407876
-39.0,39,1125.41215
-51.0,51,1125.502429
-51.0,51,1125.602702
-5.0,5,1125.624787
-51.0,51,1125.624839
-51.0,51,1125.629365
-11.0,11,1125.672083
-51.0,51,1125.718539
-16.0,16,1125.73934
-51.0,51,1125.837092
-51.0,51,1125.841525
-51.0,51,1125.936041
-51.0,51,1125.957922
-4.0,4,1125.974806
-51.0,51,1126.045144
-51.0,51,1126.049741
-51.0,51,1126.123089
-51.0,51,1126.150628
-10.0,10,1126.153649
-50.0,50,1126.224104
-20.0,20,1126.228251
-51.0,51,1126.232941
-3.0,3,1126.241758
-10.0,10,1126.259751
-6.0,6,1126.259817
-14.0,14,1126.302504
-17.0,17,1126.315887
-51.0,51,1126.340515
-12.0,12,1126.349413
-8.0,8,1126.373149
-15.0,15,1126.378207
-51.0,51,1126.426764
-33.0,33,1126.511856
-51.0,51,1126.567619
-47.0,47,1126.576359
-51.0,51,1126.631644
-6.0,6,1126.657279
-51.0,51,1126.711054
-51.0,51,1126.758447
-51.0,51,1126.767862
-7.0,7,1126.794968
-51.0,51,1126.848514
-28.0,28,1126.870656
-9.0,9,1126.888434
-51.0,51,1126.915865
-12.0,12,1126.925221
-5.0,5,1126.938251
-12.0,12,1126.942526
-8.0,8,1126.975929
-6.0,6,1127.000272
-51.0,51,1127.008545
-32.0,32,1127.122061
-51.0,51,1127.125304
-51.0,51,1127.134438
-10.0,10,1127.161595
-51.0,51,1127.191804
-51.0,51,1127.287129
-51.0,51,1127.299549
-7.0,7,1127.308589
-51.0,51,1127.321548
-51.0,51,1127.353796
-6.0,6,1127.380776
-51.0,51,1127.47676
-51.0,51,1127.490238
-51.0,51,1127.507717
-41.0,41,1127.535399
-26.0,26,1127.612906
-4.0,4,1127.625187
-35.0,35,1127.628263
-51.0,51,1127.672292
-51.0,51,1127.733961
-51.0,51,1127.841802
-51.0,51,1127.846391
-7.0,7,1127.875289
-51.0,51,1127.892875
-2.0,2,1127.898736
-51.0,51,1127.938446
-22.0,22,1127.986611
-19.0,19,1128.021447
-41.0,41,1128.035398
-51.0,51,1128.044992
-11.0,11,1128.06535
-31.0,31,1128.181253
-51.0,51,1128.184507
-51.0,51,1128.21748
-51.0,51,1128.223865
-22.0,22,1128.255272
-51.0,51,1128.404389
-3.0,3,1128.413895
-51.0,51,1128.448109
-51.0,51,1128.456498
-6.0,6,1128.473178
-51.0,51,1128.489628
-12.0,12,1128.503677
-22.0,22,1128.594523
-51.0,51,1128.622899
-51.0,51,1128.686301
-51.0,51,1128.703443
-2.0,2,1128.711462
-19.0,19,1128.758547
-42.0,42,1128.767113
-6.0,6,1128.778636
-25.0,25,1128.799432
-8.0,8,1128.808483
-51.0,51,1128.827311
-26.0,26,1128.871305
-8.0,8,1128.905306
-31.0,31,1128.934736
-12.0,12,1128.987983
-4.0,4,1129.000566
-51.0,51,1129.019626
-51.0,51,1129.039079
-51.0,51,1129.120114
-51.0,51,1129.220459
-3.0,3,1129.233728
-49.0,49,1129.237679
-51.0,51,1129.263231
-7.0,7,1129.292221
-50.0,50,1129.330221
-37.0,37,1129.391785
-51.0,51,1129.440668
-51.0,51,1129.502979
-51.0,51,1129.546489
-32.0,32,1129.58063
-10.0,10,1129.588795
-51.0,51,1129.605221
-51.0,51,1129.718679
-41.0,41,1129.776687
-51.0,51,1129.793603
-51.0,51,1129.802169
-51.0,51,1129.908706
-51.0,51,1129.968767
-51.0,51,1129.985937
-5.0,5,1129.990025
-51.0,51,1129.994408
-6.0,6,1130.011625
-22.0,22,1130.105902
-51.0,51,1130.126558
-32.0,32,1130.130427
-3.0,3,1130.138651
-36.0,36,1130.142444
-19.0,19,1130.185396
-36.0,36,1130.296215
-51.0,51,1130.339436
-51.0,51,1130.345391
-51.0,51,1130.386598
-24.0,24,1130.493568
-51.0,51,1130.502337
-5.0,5,1130.523792
-2.0,2,1130.532108
-51.0,51,1130.553463
-51.0,51,1130.561891
-27.0,27,1130.608362
-15.0,15,1130.626407
-9.0,9,1130.648177
-51.0,51,1130.740414
-51.0,51,1130.76282
-32.0,32,1130.776517
-3.0,3,1130.776572
-51.0,51,1130.837366
-22.0,22,1130.871936
-6.0,6,1130.894674
-46.0,46,1130.937394
-48.0,48,1130.980218
-44.0,44,1131.025476
-51.0,51,1131.117078
-51.0,51,1131.161347
-32.0,32,1131.16577
-6.0,6,1131.192802
-50.0,50,1131.200855
-15.0,15,1131.255436
-2.0,2,1131.261306
-51.0,51,1131.325061
-4.0,4,1131.339805
-51.0,51,1131.365045
-10.0,10,1131.377292
-29.0,29,1131.377343
-51.0,51,1131.388297
-7.0,7,1131.406461
-10.0,10,1131.420367
-16.0,16,1131.477396
-22.0,22,1131.516061
-39.0,39,1131.528327
-17.0,17,1131.549317
-9.0,9,1131.566459
-51.0,51,1131.611672
-26.0,26,1131.680079
-9.0,9,1131.716648
-51.0,51,1131.733241
-51.0,51,1131.767997
-5.0,5,1131.783636
-51.0,51,1131.821913
-16.0,16,1131.89419
-51.0,51,1131.93294
-51.0,51,1131.950315
-51.0,51,1132.007954
-37.0,37,1132.112667
-51.0,51,1132.117105
-51.0,51,1132.156175
-51.0,51,1132.22852
-51.0,51,1132.330039
-51.0,51,1132.334876
-51.0,51,1132.374597
-10.0,10,1132.374649
-12.0,12,1132.388216
-9.0,9,1132.427785
-4.0,4,1132.444444
-51.0,51,1132.448687
-24.0,24,1132.478605
-11.0,11,1132.524882
-14.0,14,1132.583316
-51.0,51,1132.592509
-46.0,46,1132.634746
-48.0,48,1132.639689
-51.0,51,1132.792159
-51.0,51,1132.800836
-51.0,51,1132.851976
-51.0,51,1132.856708
-51.0,51,1132.986353
-51.0,51,1132.99247
-41.0,41,1132.998188
-51.0,51,1133.044354
-38.0,38,1133.147967
-42.0,42,1133.148033
-6.0,6,1133.173738
-10.0,10,1133.187778
-51.0,51,1133.190886
-51.0,51,1133.244386
-20.0,20,1133.319103
-51.0,51,1133.356685
-51.0,51,1133.370502
-51.0,51,1133.375065
-7.0,7,1133.384186
-5.0,5,1133.393525
-37.0,37,1135.679834
-51.0,51,1135.768361
-33.0,33,1135.772739
-51.0,51,1135.776977
-51.0,51,1135.785628
-6.0,6,1135.794145
-51.0,51,1135.976334
-51.0,51,1135.979372
-51.0,51,1135.985457
-51.0,51,1135.991434
-4.0,4,1135.997237
-48.0,48,1136.170807
-46.0,46,1136.184165
-51.0,51,1136.188861
-51.0,51,1136.214567
-13.0,13,1136.227236
-15.0,15,1136.296885
-39.0,39,1136.394978
-51.0,51,1136.416177
-51.0,51,1136.420703
-7.0,7,1136.424715
-10.0,10,1136.462349
-40.0,40,1136.470972
-7.0,7,1136.491094
-51.0,51,1136.599145
-50.0,50,1136.603706
-5.0,5,1136.621287
-51.0,51,1136.64609
-41.0,41,1136.646151
-6.0,6,1136.671551
-15.0,15,1136.681131
-21.0,21,1136.688128
-18.0,18,1136.708516
-16.0,16,1136.720328
-28.0,28,1136.804087
-51.0,51,1136.84769
-51.0,51,1136.853868
-17.0,17,1136.856931
-51.0,51,1136.886497
-12.0,12,1136.889733
-34.0,34,1136.960734
-33.0,33,1136.994991
-51.0,51,1137.013408
-51.0,51,1137.072172
-17.0,17,1137.072224
-51.0,51,1137.169116
-25.0,25,1137.17403
-48.0,48,1137.219169
-24.0,24,1137.27182
-51.0,51,1137.280795
-36.0,36,1137.311301
-42.0,42,1137.359052
-43.0,43,1137.402107
-32.0,32,1137.408349
-51.0,51,1137.436309
-7.0,7,1137.457596
-16.0,16,1137.457648
-51.0,51,1137.525512
-51.0,51,1137.588594
-51.0,51,1137.666173
-51.0,51,1137.666226
-23.0,23,1137.687958
-51.0,51,1137.747007
-31.0,31,1137.810805
-40.0,40,1137.829235
-8.0,8,1137.864749
-51.0,51,1137.878006
-51.0,51,1137.961276
-51.0,51,1138.029121
-4.0,4,1138.045872
-51.0,51,1138.079627
-51.0,51,1138.092658
-14.0,14,1138.105593
-51.0,51,1138.17207
-19.0,19,1138.185044
-34.0,34,1138.227486
-51.0,51,1138.274739
-51.0,51,1138.362047
-51.0,51,1138.377002
-8.0,8,1138.39894
-9.0,9,1138.419256
-51.0,51,1138.436532
-7.0,7,1138.436592
-8.0,8,1138.479581
-51.0,51,1138.507199
-18.0,18,1138.512659
-10.0,10,1138.528143
-22.0,22,1138.544486
-28.0,28,1138.625714
-31.0,31,1138.64414
-11.0,11,1138.693048
-18.0,18,1138.705778
-51.0,51,1138.743729
-51.0,51,1138.761016
-13.0,13,1138.799813
-19.0,19,1138.865211
-51.0,51,1138.877619
-51.0,51,1138.889779
-51.0,51,1138.926433
-36.0,36,1139.049894
-51.0,51,1139.091814
-51.0,51,1139.105987
-2.0,2,1139.115837
-51.0,51,1139.159247
-15.0,15,1139.220275
-5.0,5,1139.234586
-51.0,51,1139.255006
-51.0,51,1139.287968
-48.0,48,1139.296958
-3.0,3,1139.301263
-51.0,51,1139.436707
-4.0,4,1139.452181
-51.0,51,1139.465063
-51.0,51,1139.50408
-51.0,51,1139.507822
-24.0,24,1139.558538
-31.0,31,1139.638001
-19.0,19,1139.642485
-51.0,51,1139.664258
-21.0,21,1139.731693
-51.0,51,1139.731764
-2.0,2,1139.741634
-3.0,3,1139.754315
-14.0,14,1139.781209
-51.0,51,1139.833675
-26.0,26,1139.833756
-51.0,51,1139.858246
-35.0,35,1139.920078
-20.0,20,1139.930639
-22.0,22,1139.940655
-6.0,6,1139.958042
-21.0,21,1139.958102
-2.0,2,1139.966877
-4.0,4,1139.984513
-26.0,26,1140.070727
-42.0,42,1140.124378
-2.0,2,1140.132696
-51.0,51,1140.146574
-6.0,6,1140.172356
-11.0,11,1140.180606
-4.0,4,1140.189054
-51.0,51,1140.208181
-51.0,51,1140.299956
-5.0,5,1140.321785
-43.0,43,1140.397984
-51.0,51,1140.406447
-51.0,51,1140.415709
-3.0,3,1140.429429
-16.0,16,1140.469492
-51.0,51,1140.540757
-20.0,20,1140.553792
-29.0,29,1140.553842
-13.0,13,1140.596395
-13.0,13,1140.609194
-51.0,51,1140.626064
-3.0,3,1140.64021
-51.0,51,1140.780529
-51.0,51,1140.811903
-51.0,51,1140.821006
-6.0,6,1140.829837
-51.0,51,1140.846889
-34.0,34,1140.965418
-4.0,4,1140.985662
-51.0,51,1140.985752
-51.0,51,1141.066035
-51.0,51,1141.086118
-26.0,26,1141.202291
-51.0,51,1141.227032
-51.0,51,1141.227088
-6.0,6,1141.258946
-12.0,12,1141.287693
-51.0,51,1141.309013
-33.0,33,1141.446548
-24.0,24,1141.455878
-51.0,51,1141.489374
-42.0,42,1141.524574
-24.0,24,1141.565755
-2.0,2,1141.574093
-18.0,18,1141.650487
-33.0,33,1141.662846
-43.0,43,1141.670865
-51.0,51,1141.673975
-5.0,5,1141.694261
-38.0,38,1141.823665
-41.0,41,1141.827703
-51.0,51,1141.856235
-6.0,6,1141.880954
-51.0,51,1141.901165
-39.0,39,1141.977967
-51.0,51,1142.02519
-51.0,51,1142.071111
-51.0,51,1142.085852
-33.0,33,1142.094501
-51.0,51,1142.181623
-37.0,37,1142.196446
-51.0,51,1142.22325
-19.0,19,1142.242989
-51.0,51,1142.256482
-4.0,4,1142.274224
-15.0,15,1142.309344
-31.0,31,1142.359725
-51.0,51,1142.407264
-51.0,51,1142.496119
-51.0,51,1142.522717
-47.0,47,1142.544403
-7.0,7,1142.544456
-3.0,3,1142.557195
-4.0,4,1142.575978
-51.0,51,1142.613125
-21.0,21,1142.640684
-15.0,15,1142.681298
-48.0,48,1142.694486
-34.0,34,1142.788981
-51.0,51,1142.801838
-5.0,5,1142.809217
-51.0,51,1142.890615
-51.0,51,1142.903412
-27.0,27,1142.915835
-9.0,9,1142.92872
-8.0,8,1142.963498
-51.0,51,1143.012512
-33.0,33,1143.045743
-51.0,51,1143.127959
-31.0,31,1143.171021
-51.0,51,1143.174308
-51.0,51,1143.213167
-10.0,10,1143.254429
-2.0,2,1143.262923
-51.0,51,1143.338651
-51.0,51,1143.379312
-50.0,50,1143.379377
-51.0,51,1143.481188
-28.0,28,1143.492675
-13.0,13,1143.51916
-51.0,51,1143.53856
-51.0,51,1143.583317
-27.0,27,1143.600707
-3.0,3,1143.613651
-10.0,10,1143.625956
-12.0,12,1143.677033
-33.0,33,1143.681074
-51.0,51,1143.740592
-6.0,6,1143.765217
-33.0,33,1143.813852
-51.0,51,1143.827364
-51.0,51,1143.89472
-2.0,2,1143.902616
-51.0,51,1146.564375
-37.0,37,1146.566793
-3.0,3,1146.573824
